OBJECTID,ID,CDMUN,NMMUN,SGUF,ISH,TPMAN,CSMAN,TPSIS,TPOPE,SHAPE_Length,SHAPE_Area
166,166,1501105,Bagre,PA,Baixa,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,3.81836510756036,0.357547640298545
167,167,1501204,Baião,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.59839437168813,0.305899647105479
168,168,1501253,Bannach,PA,Baixa,Exclusivamente Subterrânea,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.70112424721688,0.242211416843672
169,169,1501303,Barcarena,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,1.49195532051833,0.106488672912015
170,170,1501402,Belém,PA,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,1.75241833219354,0.086092335294252
171,171,1501451,Belterra,PA,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.85292053804271,0.357878402312828
172,172,1501501,Benevides,PA,Máxima,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.800509336857878,0.0152631962650409
173,173,1501576,Bom Jesus do Tocantins,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,2.0850427469945,0.229691621808913
174,174,1501600,Bonito,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.14526021500113,0.0477001124871013
175,175,1501709,Bragança,PA,Baixa,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,2.69235086866508,0.172650523203844
176,176,1501725,Brasil Novo,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.23473450121933,0.517742904604405
177,177,1501758,Brejo Grande do Araguaia,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.82041127009044,0.105187741399578
178,178,1501782,Breu Branco,PA,Baixa,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.23143539077097,0.320912586346243
179,179,1501808,Breves,PA,Baixa,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,5.4113773880302,0.777352137184764
180,180,1501907,Bujaru,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.80273048624911,0.0808416078082677
181,181,1501956,Cachoeira do Piriá,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.48824530362093,0.19668580557749
182,182,1502004,Cachoeira do Arari,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.88965703665781,0.251901553979886
183,183,1502103,Cametá,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.94316379941693,0.250523823452295
184,184,1502152,Canaã dos Carajás,PA,Baixa,Preponderantemente Superficial,Manancial com Média Vulnerabilidade,Sistema Isolado,Autarquia Municipal,3.03942627496336,0.257232888691412
185,185,1502202,Capanema,PA,Baixa,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.24105168637731,0.0504987123719878
186,186,1502301,Capitão Poço,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.98028429719161,0.235830933130304
187,187,1502400,Castanhal,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.85621209853811,0.0836415180267333
188,188,1502509,Chaves,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,7.62722634385488,1.01836401871039
189,189,1502608,Colares,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.88977531215799,0.031205381940752
190,190,1502707,Conceição do Araguaia,PA,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.92076779708939,0.478338373012494
191,191,1502756,Concórdia do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.25614258766131,0.0569465125839951
192,192,1502764,Cumaru do Norte,PA,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,8.93901742086649,1.40291406683923
193,193,1502772,Curionópolis,PA,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,3.25292050908558,0.193576654292155
194,194,1502806,Curralinho,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.59537442019442,0.293980329662686
195,195,1502855,Curuá,PA,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,3.10642222425182,0.116322228648565
196,196,1502905,Curuçá,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.73760384947299,0.054949449211077
197,197,1502939,Dom Eliseu,PA,Média,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.62487502543454,0.429137001158077
198,198,1502954,Eldorado do Carajás,PA,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,2.289588035548,0.241521581697311
199,199,1503002,Faro,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,10.716919461282,0.956568270458384
200,200,1503044,Floresta do Araguaia,PA,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,3.14016497086692,0.282199082596137
201,201,1503077,Garrafão do Norte,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.46977933973303,0.130728163445123
202,202,1503093,Goianésia do Pará,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.18031372282045,0.572009752946107
203,203,1503101,Gurupá,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.57236442248737,0.696403081021918
204,204,1503200,Igarapé-Açu,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.42982987790234,0.0638664800338828
205,205,1503309,Igarapé-Miri,PA,Baixa,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.40320845415694,0.162323580638549
206,206,1503408,Inhangapi,PA,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.15459069523593,0.0384067668339213
207,207,1503457,Ipixuna do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,7.96252406306976,0.424217753083901
208,208,1503507,Irituia,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.12703121242097,0.112590598018981
209,209,1503606,Itaituba,PA,Baixa,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,24.3248672536651,5.06728017934825
210,210,1503705,Itupiranga,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.17264857679528,0.642687029235342
211,211,1503754,Jacareacanga,PA,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,12.8695740833258,4.36707417128122
212,212,1503804,Jacundá,PA,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.06721797123812,0.163672054690356
213,213,1503903,Juruti,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.07609986477669,0.67533550702123
214,214,1504000,Limoeiro do Ajuru,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.86826088238277,0.121126263391141
215,215,1504059,Mãe do Rio,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.99158034604421,0.0381521128374941
216,216,1504109,Magalhães Barata,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.877200115839207,0.0263232595420591
217,217,1504208,Marabá,PA,Baixa,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,10.3224541075963,1.23482307076264
218,218,1504307,Maracanã,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.92807623226158,0.0656189167806322
219,219,1504406,Marapanim,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.81995747817963,0.0653755024153171
220,220,1504422,Marituba,PA,Baixa,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Integrado,Companhia Estadual,0.460098698932268,0.00838759600455023
221,221,1504455,Medicilândia,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.57744284736701,0.673082596701964
222,222,1504505,Melgaço,PA,Baixa,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.99169044710883,0.550549614516624
223,223,1504604,Mocajuba,PA,Baixa,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.99501025027377,0.0708445197539231
224,224,1504703,Moju,PA,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,5.65654063298114,0.739626416170318
225,225,1504752,Mojuí dos Campos,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.95614791202318,0.405819114355747
226,226,1504802,Monte Alegre,PA,Baixa,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,8.78028607952777,1.47508598733092
227,227,1504901,Muaná,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.06536492919741,0.305823976263702
228,228,1504950,Nova Esperança do Piriá,PA,Média,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,3.66351184324678,0.228342045924433
229,229,1504976,Nova Ipixuna,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.09550005648578,0.127544979095676
230,230,1505007,Nova Timboteua,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.18003876975843,0.0398040812901051
231,231,1505031,Novo Progresso,PA,Alta,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,11.6209446963418,3.13079030070584
232,232,1505064,Novo Repartimento,PA,Baixa,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,6.49283428642368,1.25478927127802
233,233,1505106,Óbidos,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,13.516966735449,2.27612812999631
234,234,1505205,Oeiras do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.51114239094099,0.313207729405458
235,235,1505304,Oriximiná,PA,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,20.8180507960572,8.74399924738946
236,236,1505403,Ourém,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.28946342415403,0.0456492941955262
237,237,1505437,Ourilândia do Norte,PA,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,8.68926212829933,1.18064756166915
238,238,1505486,Pacajá,PA,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,6.48831713844366,0.963213692907274
239,239,1505494,Palestina do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.57125949561428,0.0803911864676348
240,240,1505502,Paragominas,PA,Média,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,11.462203496702,1.57382796354763
241,241,1505536,Parauapebas,PA,Alta,Preponderantemente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.44066622543756,0.562553924564778
242,242,1505551,Pau D'Arco,PA,Alta,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.3700394133531,0.137001889592582
243,243,1505601,Peixe-Boi,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.863181033703332,0.0365835976402104
244,244,1505635,Piçarra,PA,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,2.37506772409561,0.270844464674097
245,245,1505650,Placas,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.28213595583874,0.584072405067217
246,246,1505700,Ponta de Pedras,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,3.78161496365911,0.273327449066871
247,247,1505809,Portel,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,7.44966615652093,2.06436268800478
248,248,1505908,Porto de Moz,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.51908766988128,1.41647699295932
249,249,1506005,Prainha,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,7.33465831301196,1.20215047563326
250,250,1506104,Primavera,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.800351600337769,0.021011732903431
251,251,1506112,Quatipuru,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.954377402134473,0.0246137899020658
252,252,1506138,Redenção,PA,Baixa,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,3.32254798545326,0.313674522746558
253,253,1506161,Rio Maria,PA,Média,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Autarquia Municipal,3.63130030913117,0.336976015537444
254,254,1506187,Rondon do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,4.0590308790928,0.672000412499681
255,255,1506195,Rurópolis,PA,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,5.13070933272297,0.57194782591684
256,256,1506203,Salinópolis,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.939165613494173,0.0183714449633258
257,257,1506302,Salvaterra,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.66256380026131,0.0746284632384824
258,258,1506351,Santa Bárbara do Pará,PA,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.74150861701757,0.0226022026978929
259,259,1506401,Santa Cruz do Arari,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.3599796048256,0.0874716580605785
260,260,1506500,Santa Izabel do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.10956092412455,0.0583195457555268
261,261,1506559,Santa Luzia do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,2.75920072480701,0.109436237380256
262,262,1506583,Santa Maria das Barreiras,PA,Baixa,Exclusivamente Subterrânea,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Companhia Estadual,5.73372888037818,0.848604268663063
263,263,1506609,Santa Maria do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,0.839672894843805,0.0371963303757077
264,264,1506708,Santana do Araguaia,PA,Baixa,Preponderantemente Superficial,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,5.34107256880706,0.954080970402163
265,265,1506807,Santarém,PA,Baixa,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,7.68369786036054,1.45570753964016
266,266,1506906,Santarém Novo,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,0.76402184936876,0.0186477027283343
267,267,1507003,Santo Antônio do Tauá,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,1.30965637082672,0.0436848034584129
268,268,1507102,São Caetano de Odivelas,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.51723480453725,0.0377135334955004
269,269,1507151,São Domingos do Araguaia,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Concessionária Privada,1.51655487936328,0.113664597147423
270,270,1507201,São Domingos do Capim,PA,Alta,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Autarquia Municipal,2.08000083982056,0.137106441654593
271,271,1507300,São Félix do Xingu,PA,Baixa,Exclusivamente Superficial,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,20.8511640005203,6.89682238530558
272,272,1507409,São Francisco do Pará,PA,Média,Exclusivamente Subterrânea,Manancial Não Vulnerável,Sistema Isolado,Companhia Estadual,1.08315442113837,0.0389582967270354
273,273,1507458,São Geraldo do Araguaia,PA,Média,Exclusivamente Superficial,Manancial com Baixa Vulnerabilidade,Sistema Isolado,Concessionária Privada,2.74540099828305,0.258872245424556
