"","cod_municipio","cod_municipiodv","municipio","Tipo","CEP","Endereço"
"122",160050,1600501,"Oiapoque","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","68980-970","RUA JOSE CAETANO DA SILVA, 460, CENTRO"
"123",160053,1600535,"Porto Grande","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","68997-970","RUA GERINO PORTO, SN, CENTRO"
"124",160060,1600600,"Santana","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","68925-198","AVENIDA MINISTRO RUI BARBOSA, 1193, CENTRAL"
"125",160060,1600600,"Santana","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","68928-060","AVENIDA SANTANA, 2913, PARAÍSO"
"126",160015,1600154,"Pedra Branca do Amapari","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","68945-970","RUA FRANCISCO BRÁS, 347, CENTRO"
"127",160010,1600105,"Amapá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","68950-000","TRAVESSA CONEGO DOMINGOS MALTES, 63, AMAPÁ"
"128",160070,1600709,"Tartarugalzinho","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","68990-000","AV. NOSSA SENHORA DO PERPETUO SOCORRO, 1521, TARTARUGALZINHO"
"129",160080,1600808,"Vitória do Jari","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","68924-970","RUA AYRTON SENNA, 4242, CENTRO"
"130",160020,1600204,"Calçoene","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","68960-970","Av. JOÃO FARIAS, S/N, CENTRO"
"131",270430,2704302,"Maceió","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","57020-565","RUA DOUTOR MARINHO DE GUSMÃO, 46, CENTRO"
"132",270430,2704302,"Maceió","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57073-900","SHOPPING PÁTIO MACEIÓ, 3800, CIDADE UNIVERSITÁRIA"
"133",270430,2704302,"Maceió","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57037-901","MACEIÓ SHOPPING, 2990, MANGABEIRAS"
"134",270430,2704302,"Maceió","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57038-000","AVENIDA COMENDADOR GUSTAVO PAIVA, 5945, CRUZ DAS ALMAS"
"135",270430,2704302,"Maceió","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57020-380","RUA DOUTOR PEDRO MONTEIRO, 47, CENTRO"
"136",270430,2704302,"Maceió","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57020-030","RUA DO LIVRAMENTO, sn, CENTRO"
"137",270030,2700300,"Arapiraca","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","57300-100","RUA ENGENHEIRO GODILHO DE CASTRO, 80, CENTRO"
"138",270030,2700300,"Arapiraca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57301-110","RUA SÃO FRANCISCO, 1234 1º Andar, OURO PRETO"
"139",270670,2706703,"Penedo","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","57200-970","Praça Jácome Calheiros, 64, CENTRO"
"140",270670,2706703,"Penedo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57200-970","RUA DAMAZO DO MONTE, 02, CENTRO"
"141",270240,2702405,"Delmiro Gouveia","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","57480-971","Rua Treze de Maio, 310, CENTRO"
"142",270240,2702405,"Delmiro Gouveia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57480-000","Praça Manoel Monteiro, 75, DELMIRO GOUVEIA"
"143",270630,2706307,"Palmeira dos Índios","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57600-340","RUA JULIÃO PAULO DA AILVA, 56A, CENTRO"
"144",270230,2702306,"Coruripe","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57230-972","Praça Dr. Castro Azevedo, 47, CENTRO"
"145",270450,2704500,"Maragogi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57955-000","Rua José Carvalho Raposo, 14, MARAGOGI"
"146",270770,2707701,"Rio Largo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57100-000","Avenida Presidente Getúlio Vargas, 111, Sala 21, Shopping Rio Largo, RIO LARGO"
"147",270270,2702702,"Feliz Deserto","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57220-970","Praça João de Lima Castro, sn, CENTRO"
"148",270915,2709152,"Teotônio Vilela","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57265-000","Rua Firmina Pacheco, 45, TEOTÔNIO VILELA"
"149",270370,2703700,"Jaramataia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57425-970","rua do Comércio, 62, CENTRO"
"150",270380,2703809,"Joaquim Gomes","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57980-970","Praça Padre Cícero, s/n, CENTRO"
"151",270220,2702207,"Coqueiro Seco","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57140-970","Avenida João Navarro, s/n, CENTRO"
"152",270720,2707206,"Poço das Trincheiras","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57510-970","Rua 7 de Setembro, sn, CENTRO"
"153",270640,2706406,"Pão de Açúcar","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57400-970","Av. Bráulio Cavalcante, 666, CENTRO"
"154",270520,2705200,"Messias","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57990-970","Rua Ildefonso Prado de Omena, 34, CENTRO"
"155",270940,2709400,"Viçosa","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57700-970","Praça Apolinário Rebelo, s/n (Sala fica na parte de cima do prédio da Assistencia  Social), CENTRO"
"156",270860,2708600,"São Miguel dos Campos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57240-048","RUA JOSÉ ELIAS ALMEIDA, nº 1, CENTRO"
"157",270800,2708006,"Santana do Ipanema","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57500-970","Av. Nossa Senhora de Lourdes, 476 - Monumento, CENTRO"
"158",270140,2701407,"Campo Alegre","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57250-970","Rua Senador Máximo, nº 74, CENTRO"
"159",270140,2701407,"Campo Alegre","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57250-000","Rua 8 de Junho, Luziápolis, SN, CAMPO ALEGRE"
"160",270790,2707909,"Santa Luzia do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57130-970","Rua Imaculada Conceição, S/N, CENTRO"
"161",270290,2702900,"Girau do Ponciano","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57360-000","Praça Presidente Kennedy, Centro, GIRAU DO PONCIANO"
"162",270200,2702009,"Coité do Nóia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57325-000","Praça Antônio Pedro de Albuquerque, Centro, COITÉ DO NÓIA"
"163",270070,2700706,"Batalha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57420-000","R. Antero Costa, N° 2-24, BATALHA"
"164",270440,2704401,"Major Isidoro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57580-971","Pç. Leopoldo Amaral, s/n, CENTRO"
"165",270690,2706901,"Pilar","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57150-000","Avenida Otacílio Cavalcante, s/n, PILAR"
"166",270760,2707602,"Quebrangulo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57750-970","Praça da Independência, s/n, CENTRO"
"167",270250,2702504,"Dois Riachos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57560-970","Av. Miguel V. de Novais, nº 100, CENTRO"
"168",270710,2707107,"Piranhas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57460-972","AL. Bairro Xingó, Vila Sergipe. Rua São domingos, nº 19 - Fábrica de inovaçõe, CENTRO"
"169",270580,2705804,"Olho d'Água do Casado","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57470-970","Rua São José, sn, CENTRO"
"170",270750,2707503,"Porto Real do Colégio","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57290-000","Rua São José, sn, PORTO REAL DO COLÉGIO"
"171",270210,2702108,"Colônia Leopoldina","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57975-970","Praça Dom Pedro II, s/n, CENTRO"
"172",270660,2706604,"Paulo Jacinto","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57740-970","Rua Floriano Peixoto, s/n, CENTRO"
"173",270620,2706208,"Palestina","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57410-970","Av. Presidente Getúlio Vargas, Cj Cohab, s/n, CENTRO"
"174",270470,2704708,"Marechal Deodoro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57160-000","Av, Caravales, 500 Praia do Frances Fica na secretária de turismo, MARECHAL DEODORO"
"175",270010,2700102,"Água Branca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57490-970","Rua Cônego Nicodemos, 17, CENTRO"
"176",270610,2706109,"Ouro Branco","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57525-970","Rua Coronel Lucena, 744, CENTRO"
"177",270642,2706422,"Pariconha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57475-970","Rua Pedro Pereira de Sá, s/n, CENTRO"
"178",270460,2704609,"Maravilha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57520-970","Rua Francisco Soares, 26, CENTRO"
"179",270500,2705002,"Mata Grande","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57540-971","Rua Itaci Brandão Barbosa, s/n, Mercado Público, CENTRO"
"180",270330,2703304,"Inhapi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57545-000","Av. Sem. Rui Palmeira, 762, INHAPI"
"181",270895,2708956,"Senador Rui Palmeira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57515-000","Rua Caeté, 18A, SENADOR RUI PALMEIRA"
"182",270840,2708402,"São José da Tapera","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57445-970","Av. Elísio da Silva Maia, 5733, CENTRO"
"183",270880,2708808,"São Sebastião","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57275-000","R. Pedro Viêira de Barros, s/n, SÃO SEBASTIÃO"
"184",270730,2707305,"Porto Calvo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57900-000","Rua dr Antônio Dorta, centro, n° 18, PORTO CALVO"
"185",270480,2704807,"Maribondo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57670-000","Rua José Sapucaia, Centro, Nº 1, MARIBONDO"
"186",270060,2700607,"Barra de São Miguel","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57180-000","Rua Miguel Geraldo, centro, sn, BARRA DE SÃO MIGUEL"
"187",270920,2709202,"Traipu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57370-000","Rua Vereador João Cavalcante, Nº 13, TRAIPU"
"188",270420,2704203,"Limoeiro de Anadia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57260-000","LIMOEIRO DE ANADIA, Nº 46, LIMOEIRO DE ANADIA"
"189",270375,2703759,"Jequiá da Praia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57255-970","Travessa são judas Tadeu, 47, CENTRO"
"190",270570,2705705,"Olho d'Água das Flores","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57442-000","Pç Padre José de Souza Leite, Nº 60, OLHO D'ÁGUA DAS FLORES"
"191",270160,2701605,"Canapi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57530-000","Av. Joaqui Tete, Nº 336, CANAPI"
"192",270560,2705606,"Novo Lino","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57970-000","Rua do comércio - Centro, 405, NOVO LINO"
"193",270300,2703007,"Ibateguara","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57890-000","IBATEGUARARua Coronel João Bezerra, s/n, IBATEGUARA"
"194",270930,2709301,"União dos Palmares","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57800-000","Av. Marechal da Fonseca, Centro, s/n, UNIÃO DOS PALMARES"
"195",270400,2704005,"Junqueiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57270-000","Praça Agnelo Alves, Centro, Nº 10, JUNQUEIRO"
"196",270870,2708709,"São Miguel dos Milagres","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57940-000","Av. Francisco Lima, Porto da Rua, Nº 320, SÃO MIGUEL DOS MILAGRES"
"197",270680,2706802,"Piaçabuçu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57210-000","Secretaria de Indústria e Comércio, s/n, PIAÇABUÇU"
"198",270740,2707404,"Porto de Pedras","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","57945-000","PRAÇA DA GLORIA, S/N, PORTO DE PEDRAS"
